,Unnamed: 0,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
0,43694,3,1436,0,0,0,1,0,0,0,1,0,0,0,0,-0.6166433826841593,0.3035133038442257,0.7011047335208582,-0.5822192920204681,-0.552227321111585,-0.5294168586967435
1,41067,1,1191,0,0,1,0,0,0,0,1,0,0,0,0,-0.5743645053646679,0.23255804180912948,-1.0961490438214665,-0.5109254142219263,-0.4893763470720698,-0.47191523200033797
2,25131,4,13686,0,1,0,0,0,0,0,0,1,0,0,0,1.5184399219501554,0.9421106621600813,1.1504181778564393,1.3605388779897953,1.4230890058446002,1.5262662956997533
3,51701,3,2400,0,0,0,0,1,0,0,1,0,0,0,0,-0.19385460948924557,0.44542382791441304,0.7011047335208582,-0.06533867798104025,-0.0045259759100970565,0.016848594919108704
4,14059,4,605,0,0,0,1,0,0,0,0,1,0,0,0,-1.0394321558790731,0.019692255703840894,0.7011047335208582,-1.2238641922073437,-1.2076731932379552,-1.2050609723795085
5,27311,SI1,17820,0,0,1,0,0,0,0,0,0,1,0,0,2.892503434833626,0.09064751773893709,-0.1975221551503041,2.3051827588204743,2.3927897481685467,2.345664476123532
6,4362,3,3604,0,1,0,0,0,1,0,0,0,0,0,0,0.22893416370566838,-2.7475629636648704,2.0490450665276017,0.5495710180313828,0.4713456846748023,0.1606026616601226
7,1284,SI1,2951,0,0,1,0,0,0,1,0,0,0,0,0,-0.15157573216975415,-0.5479498405769186,-0.6468355994858852,0.1128960165153143,0.06730370870649156,0.031224001593209774
8,45519,3,1683,0,0,1,0,0,0,0,1,0,0,0,0,-0.5532250667049221,0.3744685658793168,-1.0961490438214665,-0.45745500587301946,-0.4893763470720698,-0.4287890119780341
9,11210,1,4959,0,0,0,1,0,0,0,0,0,1,0,0,0.7574201301993104,0.800200138089889,-0.6468355994858852,0.8793052028496385,0.7856005548723769,0.9368746220615964
10,17339,3,6957,0,0,0,0,1,0,0,1,0,0,0,0,0.44032855030312523,0.7292448760547928,-0.1975221551503041,0.5139240791321118,0.5701115010226111,0.6349910819054682
11,7900,SI1,4312,1,0,0,0,0,0,0,0,1,0,0,0,0.44032855030312523,2.0773948547216055,1.1504181778564393,0.45154193605838755,0.4174734212123605,0.6924927086018731
12,19215,SI1,7956,0,0,0,0,1,0,0,0,0,1,0,0,1.3070455353526984,0.800200138089889,-0.1975221551503041,1.182304183493441,1.225557373148982,1.3106351955882332
13,48752,4,2016,0,0,1,0,0,0,0,1,0,0,0,0,-0.489806750725685,0.09064751773893709,-1.0961490438214665,-0.3148672502759358,-0.35469568841596594,-0.3281611652593247
14,21819,4,9891,0,0,0,1,0,0,0,0,1,0,0,0,1.0956511487552418,-0.19317353040144264,0.7011047335208582,1.1466572445941698,1.2075999519948344,1.1381303154990166
15,40330,7,1127,1,0,0,0,0,0,0,0,1,0,0,0,-0.8491772079413619,-3.31520505994563,1.5997316221920204,-0.7871891906912752,-0.7497589538072034,-1.0900577189866973
16,27943,5,431,0,0,0,0,1,0,0,0,1,0,0,0,-1.187408226497293,0.5873343519846054,-1.5454624881570476,-1.6070687853745054,-1.584779037475045,-1.5356953258838402
17,16889,SI1,6741,0,0,1,0,0,0,0,0,1,0,0,0,0.7362806915395647,-0.05126300633125026,-0.6468355994858852,0.888216937574456,0.9292599241055541,0.8937484020392932
18,1496,3,2991,0,0,1,0,0,1,0,0,0,0,0,0,-0.19385460948924557,-1.0446366748225868,1.1504181778564393,-0.0029565349073159553,0.04036757697527063,-0.09815465847370243
19,47092,5,1825,0,0,1,0,0,0,0,0,1,0,0,0,-0.5955039440244135,0.5163790899495092,0.7011047335208582,-0.5643958225708322,-0.5342698999574375,-0.48629063867443967
20,3050,7,566,0,0,0,0,1,0,0,0,1,0,0,0,-1.10285047185831,-0.689860364647111,-0.1975221551503041,-1.3486284783547915,-1.342353851894059,-1.3919412591428264
21,49520,1,2122,0,0,1,0,0,0,0,0,0,1,0,0,-0.17271517082949986,0.23255804180912948,-0.1975221551503041,-0.029691739081769336,0.04036757697527063,0.031224001593209774
22,1120,3,2917,0,0,1,0,0,0,0,1,0,0,0,0,-0.17271517082949986,-0.4060393165067262,-0.6468355994858852,0.050513873441590015,0.013431445244050495,-0.011902218429094079
23,22312,4,10351,0,0,1,0,0,0,1,0,0,0,0,0,0.8842567621577847,0.44542382791441304,-0.1975221551503041,0.9238638764737269,1.0010896087221428,1.0231270621062054
24,19703,1,624,0,0,0,0,1,0,0,0,1,0,0,0,-0.8914560852608533,1.0840211862302687,-1.0961490438214665,-0.9832473546372648,-1.0191202711194103,-0.888802025549278
25,30449,5,731,0,0,1,0,0,0,1,0,0,0,0,0,-1.0394321558790731,-0.19317353040144264,-1.0961490438214665,-1.2327759269321612,-1.2256306143921027,-1.2338117857277113
26,46538,3,1781,0,0,1,0,0,0,1,0,0,0,0,0,-0.5955039440244135,-0.05126300633125026,-1.5454624881570476,-0.4752784753226553,-0.5252911893803641,-0.5006660453485408
27,35131,4,888,0,0,1,0,0,0,0,0,0,1,0,0,-0.7223405759828877,0.16160277977403328,-1.5454624881570476,-0.7069835781679158,-0.6869079797676881,-0.6731709254377575
28,7505,1,4241,0,0,0,0,1,0,0,0,1,0,0,0,0.6094440595810909,-1.3994129849980628,-0.1975221551503041,0.8436582639503676,0.9023237923743332,0.6781173019277721
29,33799,6,842,0,0,1,0,0,0,0,0,1,0,0,0,-0.9971532785595817,-0.4769945785418224,-1.9947759324926286,-1.1703937838584368,-1.1448222191984398,-1.190685565705407
30,4077,SI1,571,0,0,1,0,0,1,0,0,0,0,0,0,-1.0182927172193275,-0.05126300633125026,-0.1975221551503041,-1.2238641922073437,-1.1986944826608819,-1.2050609723795085
31,48562,3,1991,0,0,1,0,0,1,0,0,0,0,0,0,-0.489806750725685,-0.4060393165067262,-0.6468355994858852,-0.35942592390002503,-0.3008234249535249,-0.3712873852816285
32,16909,SI1,6750,0,0,0,1,0,0,0,0,1,0,0,0,0.9265356394772761,0.44542382791441304,-1.0961490438214665,1.0486281626211746,1.0010896087221428,1.080628688802611
33,44198,SI1,1569,0,0,1,0,0,1,0,0,0,0,0,0,-0.5955039440244135,-0.05126300633125026,-1.0961490438214665,-0.5376606183963788,-0.4983550576491432,-0.5150414520226424
34,7832,SI1,4299,0,0,0,1,0,0,1,0,0,0,0,0,0.46146798896287095,-0.12221826836634646,0.7011047335208582,0.647600100004378,0.6329624750621263,0.6206156752313665
35,39012,7,1056,0,0,1,0,0,0,0,0,0,0,1,0,-0.7646194533023791,0.16160277977403328,-1.0961490438214665,-0.7871891906912752,-0.7766950855384243,-0.7594233654823658
36,44743,4,1619,0,0,1,0,0,0,0,1,0,0,0,0,-0.5532250667049221,-0.12221826836634646,-1.0961490438214665,-0.4485432711482019,-0.42652537303255456,-0.4431644186521352
37,33442,4,828,0,0,1,0,0,0,0,0,1,0,0,0,-0.9971532785595817,-0.12221826836634646,-0.1975221551503041,-1.1525703144088018,-1.1986944826608819,-1.1763101590313059
38,48087,4,1932,0,1,0,0,0,0,1,0,0,0,0,0,-0.6166433826841593,-0.4769945785418224,0.34165397805239456,-0.5643958225708322,-0.5342698999574375,-0.6012938920672508
39,16724,4,610,0,0,1,0,0,0,0,0,0,1,0,0,-0.976013839899836,0.5873343519846054,-0.6468355994858852,-1.1793055185832553,-1.1627796403525874,-1.1188085323349002
40,13750,4,5606,0,1,0,0,0,0,0,1,0,0,0,0,0.46146798896287095,0.800200138089889,2.947671955198764,0.5941296916554712,0.5072605269830966,0.6493664885795692
41,11786,SI1,5086,0,0,0,0,1,1,0,0,0,0,0,0,0.2712130410251598,0.16160277977403328,0.25179128918527705,0.41589499715911665,0.44440955294358137,0.4481107951421498
42,12550,3,5273,0,0,1,0,0,0,0,0,0,0,1,0,0.6517229369005824,0.019692255703840894,-0.9164236660872346,0.8080113250510966,0.8394728183348188,0.8218713686687853
43,16243,4,6499,0,0,0,1,0,0,0,0,1,0,0,0,0.46146798896287095,0.5873343519846054,0.7011047335208582,0.5941296916554712,0.6419411856391997,0.6924927086018731
44,47377,SI1,1847,0,0,1,0,0,1,0,0,0,0,0,0,-0.46866731206593953,-0.5479498405769186,-0.1975221551503041,-0.3326907197255717,-0.3636743989930401,-0.4000381986298313
45,56,1,405,0,0,1,0,0,0,0,0,0,0,1,0,-1.0394321558790731,-0.5479498405769186,0.7011047335208582,-1.2595111311066145,-1.2435880355462494,-1.291313412424117
46,45381,SI1,1666,0,0,1,0,0,0,0,0,0,1,0,0,-0.6166433826841593,-0.33508405447163503,-1.5454624881570476,-0.5287488836715613,-0.4983550576491432,-0.5437922653708452
47,30983,3,746,0,0,0,1,0,0,0,1,0,0,0,0,-0.8914560852608533,0.6582896140197017,0.25179128918527705,-1.0367177629861715,-1.0191202711194103,-0.9606790589197852
48,52066,SI1,2453,0,0,1,0,0,0,0,1,0,0,0,0,-0.19385460948924557,0.5873343519846054,-0.1975221551503041,-0.10989735160512869,-0.08533437110375905,-0.026277625103195788
49,35847,5,917,0,0,1,0,0,0,0,0,1,0,0,0,-0.8914560852608533,0.09064751773893709,-1.5454624881570476,-0.9654238851876298,-0.9383118759257483,-0.9319282455715825
50,50877,3,2314,0,1,0,0,0,0,1,0,0,0,0,0,-0.19385460948924557,1.4387974964057446,-0.6468355994858852,-0.11880908632994622,-0.09431308168083243,0.05997481494141255
51,51609,SI1,2394,0,0,0,1,0,0,0,1,0,0,0,0,-0.19385460948924557,-1.1865471988927743,-0.6468355994858852,0.1128960165153143,0.05832499812941818,-0.05502843845139793
52,43402,SI1,1412,0,0,0,0,1,0,0,1,0,0,0,0,-0.42638843474644816,-0.05126300633125026,-0.1975221551503041,-0.28813204610148324,-0.2559298720681572,-0.27065953856291913
53,18054,7,615,0,0,1,0,0,0,0,0,0,0,1,0,-1.0394321558790731,0.16160277977403328,-0.1975221551503041,-1.2773346005562496,-1.2705241672774703,-1.2481871924018124
54,25735,1,14660,0,0,0,1,0,0,0,0,0,0,1,0,2.6388301709166773,-1.0446366748225868,1.1504181778564393,2.2695358199212023,2.2221942472041474,2.0581563426415044
55,2869,6,3276,0,0,0,0,1,0,0,0,1,0,0,0,-0.19385460948924557,0.7292448760547928,-0.6468355994858852,-0.07425041270585778,-0.040440818218391364,0.031224001593209774
56,22864,1,10905,0,0,0,1,0,1,0,0,0,0,0,0,1.6029976765891383,0.16160277977403328,0.25179128918527705,1.4942148988620607,1.5487909539236306,1.5406417023738541
57,2539,1,3205,0,0,0,1,0,1,0,0,0,0,0,0,0.22893416370566838,-1.9670550812788223,1.5997316221920204,0.5406592833065652,0.5072605269830966,0.27560591505293375
58,29436,3,700,0,0,0,0,1,0,0,0,0,1,0,0,-0.8703166466011075,0.7292448760547928,-1.0961490438214665,-0.9565121504628122,-0.9472905865028216,-0.8744266188751769
59,43547,SI1,1428,0,0,0,1,0,0,0,1,0,0,0,0,-0.5532250667049221,0.16160277977403328,0.7011047335208582,-0.4307198016985661,-0.4983550576491432,-0.4431644186521352
60,32006,7,777,0,0,1,0,0,0,0,0,0,0,0,1,-0.8068983306218706,0.23255804180912948,-1.5454624881570476,-0.8317478643153636,-0.8126099278467186,-0.7881741788305685
61,35212,7,891,0,0,1,0,0,0,0,0,0,0,1,0,-0.976013839899836,-0.26412879243653886,-0.6468355994858852,-1.1258351102343485,-1.1717583509296607,-1.1619347523572041
62,10217,SI1,4743,0,0,0,1,0,0,0,0,0,1,0,0,0.8842567621577847,-0.9027261507523945,1.1504181778564393,0.9773342848226328,0.9023237923743332,0.8074959619946842
63,47278,4,1845,0,0,1,0,0,1,0,0,0,0,0,0,-0.5955039440244135,-0.05126300633125026,-1.5454624881570476,-0.502013679497108,-0.5342698999574375,-0.5150414520226424
64,21567,0,9665,0,0,0,0,1,0,0,0,0,0,1,0,3.991754245140402,1.225931710300461,-0.6468355994858852,2.7596812297861777,2.7429594606744145,2.94943155643579
65,49509,6,2121,0,0,0,0,1,0,0,1,0,0,0,0,-0.6166433826841593,0.3035133038442257,-0.1975221551503041,-0.6089544961949206,-0.5791634528428051,-0.5581676720449463
66,51178,SI1,2347,0,0,0,0,1,0,0,1,0,0,0,0,-0.08815741619051702,0.9421106621600813,0.25179128918527705,-0.011868269632133485,0.02241015582112387,0.11747644163781812
67,5209,1,3780,0,0,0,1,0,0,0,0,0,0,1,0,0.44032855030312523,0.5163790899495092,-0.6468355994858852,0.5941296916554712,0.5252179481372433,0.6206156752313665
68,22949,7,10995,0,0,1,0,0,0,0,1,0,0,0,0,0.5671651822615995,-0.5479498405769186,-0.1975221551503041,0.7456291819773724,0.8304941077577446,0.7068681152759742
69,10807,1,4864,0,1,0,0,0,0,0,0,1,0,0,0,1.0956511487552418,1.4387974964057446,-0.6468355994858852,1.1733924487686234,1.0549618721845837,1.3106351955882332
70,52693,SI1,2553,0,0,0,0,1,0,0,1,0,0,0,0,-0.19385460948924557,-1.2575024609278704,0.25179128918527705,0.032690403991954955,0.06730370870649156,-0.09815465847370243
71,32975,3,811,0,0,1,0,0,0,1,0,0,0,0,0,-0.8914560852608533,0.5873343519846054,-0.6468355994858852,-1.0278060282613541,-0.9921841393881893,-0.9463036522456836
72,38891,5,1051,0,0,0,0,1,0,0,0,1,0,0,0,-0.8068983306218706,1.0840211862302687,0.7011047335208582,-0.911953476838723,-0.9023970336174539,-0.8025495855046696
73,9670,1,4645,0,0,1,0,0,0,1,0,0,0,0,0,0.48260742762261666,0.16160277977403328,0.7011047335208582,0.6386883652795596,0.6150050539079795,0.6493664885795692
74,53723,SI1,2721,0,0,0,0,1,0,0,0,1,0,0,0,-0.024739100211279893,1.0840211862302687,-0.6468355994858852,0.10398428179049678,0.1301546827460068,0.24685510170473096
75,31084,5,752,0,0,1,0,0,0,0,0,1,0,0,0,-0.976013839899836,-0.05126300633125026,-0.6468355994858852,-1.1525703144088018,-1.1268647980442932,-1.1331839390090013
76,51620,3,2396,0,0,0,0,1,0,0,0,0,1,0,0,-0.15157573216975415,0.800200138089889,0.25179128918527705,-0.011868269632133485,0.03138886639819725,0.10310103496371704
77,23381,4,631,0,0,0,1,0,0,0,0,0,1,0,0,-0.912595523920599,-0.9027261507523945,0.7011047335208582,-0.9921590893620831,-0.9742267182340425,-1.0613069056384947
78,19725,5,8295,0,0,1,0,0,0,0,0,1,0,0,0,0.6305834982408366,-0.4060393165067262,-0.1975221551503041,0.8080113250510966,0.8484515289118921,0.7643697419723797
79,18501,SI1,7535,0,0,0,1,0,0,0,0,1,0,0,0,1.4973004832904098,0.3744685658793168,1.1504181778564393,1.387274082164248,1.306365768342644,1.396887635632841
80,9761,SI1,4661,0,0,1,0,0,1,0,0,0,0,0,0,0.22893416370566838,-0.33508405447163503,0.25179128918527705,0.39807152770948157,0.44440955294358137,0.37623376177164314
81,33705,6,838,0,0,1,0,0,0,1,0,0,0,0,0,-1.0394321558790731,0.23255804180912948,-0.6468355994858852,-1.2595111311066145,-1.2435880355462494,-1.2194363790536096
82,25884,SI1,14998,0,1,0,0,0,0,0,0,0,0,1,0,2.57541185493744,-2.3218313914542983,2.0490450665276017,2.2517123504715673,2.3299387741290314,1.8856514625522875
83,48475,4,1978,0,1,0,0,0,0,0,0,0,1,0,0,-0.2784123641282282,-1.3994129849980628,1.5548002777584617,-0.0831621474306753,-0.03146210764131799,-0.21315791186651356
84,11465,SI1,5010,0,0,0,0,1,0,0,1,0,0,0,0,0.46146798896287095,0.9421106621600813,0.7011047335208582,0.5228358138569293,0.5880689221767587,0.6781173019277721
